,geo,Tertiary_Education,Urban_Population,Social_Protection,GDP_per_Capita,Labor_Force_Participation,Unemployment_Rate
764,SI,40.1,55.751,,89,76.2,4.0
765,SI,40.1,55.751,,89,1.6,4.3
766,SI,40.1,55.751,,89,1.6,3.8
767,SI,40.1,55.751,,89,1.6,4.0
768,SI,40.1,55.751,9.0,89,76.2,4.3
769,SI,40.1,55.751,9.0,89,76.2,3.8
770,SI,40.1,55.751,9.0,89,76.2,4.0
771,SI,40.1,55.751,9.0,89,1.6,4.3
772,SI,40.1,55.751,9.0,89,1.6,3.8
773,SI,40.1,55.751,9.0,89,1.6,4.0
774,SI,40.1,55.751,18.9,89,76.2,4.3
775,SI,40.1,55.751,18.9,89,76.2,3.8
776,SI,40.1,55.751,18.9,89,76.2,4.0
777,SI,40.1,55.751,18.9,89,1.6,4.3
778,SI,40.1,55.751,18.9,89,1.6,3.8
779,SI,40.1,55.751,18.9,89,1.6,4.0
780,SK,29.2,53.909,43.0,71,76.1,6.4
781,SK,29.2,53.909,43.0,71,76.1,5.9
782,SK,29.2,53.909,43.0,71,76.1,6.1
783,SK,29.2,53.909,43.0,71,1.4,6.4
784,SK,29.2,53.909,43.0,71,1.4,5.9
785,SK,29.2,53.909,43.0,71,1.4,6.1
786,SK,29.2,53.909,28.4,71,76.1,6.4
787,SK,29.2,53.909,28.4,71,76.1,5.9
788,SK,29.2,53.909,28.4,71,76.1,6.1
789,SK,29.2,53.909,28.4,71,1.4,6.4
790,SK,29.2,53.909,28.4,71,1.4,5.9
791,SK,29.2,53.909,28.4,71,1.4,6.1
792,SK,29.2,53.909,,71,76.1,6.4
793,SK,29.2,53.909,,71,76.1,5.9
794,SK,29.2,53.909,,71,76.1,6.1
795,SK,29.2,53.909,,71,1.4,6.4
796,SK,29.2,53.909,,71,1.4,5.9
797,SK,29.2,53.909,,71,1.4,6.1
798,SK,29.2,53.909,8.0,71,76.1,6.4
799,SK,29.2,53.909,8.0,71,76.1,5.9
800,SK,29.2,53.909,8.0,71,76.1,6.1
801,SK,29.2,53.909,8.0,71,1.4,6.4
802,SK,29.2,53.909,8.0,71,1.4,5.9
803,SK,29.2,53.909,8.0,71,1.4,6.1
804,SK,29.2,53.909,14.6,71,76.1,6.4
805,SK,29.2,53.909,14.6,71,76.1,5.9
806,SK,29.2,53.909,14.6,71,76.1,6.1
807,SK,29.2,53.909,14.6,71,1.4,6.4
808,SK,29.2,53.909,14.6,71,1.4,5.9
809,SK,29.2,53.909,14.6,71,1.4,6.1
